student_id,user_id,course_id,teacher_id,completion_rate,is_completed,avg_score,score_trend,total_events,days_active_on_course,days_since_last_activity,submission_count,late_submission_count,engagement_score,label_fault,refreshed_at
180,12,11,12,1.0000,t,61.74,,10,10,296,0,0,0.3373,0,2026-05-01 12:44:16.788+00
180,12,25,33,1.0000,t,59.41,,7,7,584,0,0,0.2446,1,2026-05-01 12:44:16.788+00
180,12,32,40,1.0000,t,59.66,,9,9,254,0,0,0.2754,1,2026-05-01 12:44:16.788+00
180,12,13,20,1.0000,t,60.77,,14,11,502,0,0,0.3655,0,2026-05-01 12:44:16.788+00
180,12,7,10,1.0000,t,61.31,,14,13,868,0,0,0.4332,0,2026-05-01 12:44:16.788+00
181,1,27,36,1.0000,t,54.91,,8,8,1006,0,0,0.3211,1,2026-05-01 12:44:16.788+00
181,1,9,14,1.0000,t,49.53,,8,8,1142,0,0,0.3118,1,2026-05-01 12:44:16.788+00
181,1,22,2,1.0000,t,50.89,,10,10,321,0,0,0.3114,1,2026-05-01 12:44:16.788+00
181,1,17,24,1.0000,t,50.02,,8,8,725,0,0,0.2466,1,2026-05-01 12:44:16.788+00
181,1,18,23,1.0000,t,49.02,,8,8,946,0,0,0.2328,1,2026-05-01 12:44:16.788+00
181,1,1,4,0.2688,f,39.37,,63,5,933,0,0,0.8229,1,2026-05-01 12:44:16.788+00
181,1,35,34,1.0000,t,57.01,,12,12,1172,0,0,0.3680,1,2026-05-01 12:44:16.788+00
181,1,28,31,1.0000,t,57.11,,8,8,302,0,0,0.2833,1,2026-05-01 12:44:16.788+00
181,1,6,8,0.5008,f,47.97,,11,11,0,0,0,0.3333,1,2026-05-01 12:44:16.788+00
181,1,15,15,1.0000,t,59.79,,10,9,752,0,0,0.2796,1,2026-05-01 12:44:16.788+00
182,2,19,16,0.2128,f,45.49,,74,6,0,0,0,0.9650,1,2026-05-01 12:44:16.788+00
182,2,16,25,1.0000,t,57.26,,6,6,173,0,0,0.2500,1,2026-05-01 12:44:16.788+00
182,2,27,36,1.0000,t,62.79,,11,11,190,0,0,0.3293,0,2026-05-01 12:44:16.788+00
182,2,4,13,1.0000,t,55.85,,11,10,386,0,0,0.3274,1,2026-05-01 12:44:16.788+00
182,2,22,2,1.0000,t,59.44,,10,10,464,0,0,0.3167,1,2026-05-01 12:44:16.788+00
182,2,25,33,1.0000,t,52.61,,7,7,123,0,0,0.2842,1,2026-05-01 12:44:16.788+00
182,2,29,11,1.0000,t,56.22,,11,10,280,0,0,0.3342,1,2026-05-01 12:44:16.788+00
182,2,37,42,0.6344,f,47.64,,8,8,766,0,0,0.2833,1,2026-05-01 12:44:16.788+00
182,2,3,1,1.0000,t,54.59,,8,7,512,0,0,0.2774,1,2026-05-01 12:44:16.788+00
182,2,17,24,1.0000,t,59.02,,8,8,538,0,0,0.3146,1,2026-05-01 12:44:16.788+00
183,3,13,20,1.0000,t,70.82,,14,13,1097,0,0,0.4245,0,2026-05-01 12:44:16.788+00
183,3,35,34,1.0000,t,79.08,,13,12,660,0,0,0.4449,0,2026-05-01 12:44:16.788+00
183,3,25,33,1.0000,t,69.92,,11,10,1140,0,0,0.3274,0,2026-05-01 12:44:16.788+00
183,3,17,24,1.0000,t,74.06,,10,10,72,0,0,0.3167,0,2026-05-01 12:44:16.788+00
183,3,5,6,1.0000,t,65.22,,7,7,58,0,0,0.2677,0,2026-05-01 12:44:16.788+00
183,3,33,22,1.0000,t,81.04,,12,12,439,0,0,0.3960,0,2026-05-01 12:44:16.788+00
183,3,30,19,1.0000,t,68.07,,9,9,505,0,0,0.3000,0,2026-05-01 12:44:16.788+00
183,3,1,4,1.0000,t,65.62,,11,10,1080,0,0,0.3719,0,2026-05-01 12:44:16.788+00
183,3,19,16,0.5233,f,58.91,,8,8,793,0,0,0.2833,1,2026-05-01 12:44:16.788+00
183,3,4,13,1.0000,t,71.13,,11,10,219,0,0,0.3785,0,2026-05-01 12:44:16.788+00
183,3,16,25,1.0000,t,72.44,,9,7,198,0,0,0.2881,0,2026-05-01 12:44:16.788+00
184,4,14,21,0.0480,f,,,16,3,0,0,0,0.3393,0,2026-05-01 12:44:16.788+00
184,4,30,19,0.0095,t,53.49,0.0748,26,1,0,6,0,0.4450,1,2026-05-01 12:44:16.788+00
184,4,8,5,0.0558,f,,,13,2,0,0,0,0.3012,0,2026-05-01 12:44:16.788+00
184,4,23,32,0.0002,t,55.68,-0.0651,20,1,0,7,0,0.3873,1,2026-05-01 12:44:16.788+00
184,4,17,24,0.0161,t,58.21,-0.1370,19,1,0,4,0,0.3842,1,2026-05-01 12:44:16.788+00
184,4,7,10,0.0391,t,54.84,0.0614,24,1,0,6,0,0.4276,1,2026-05-01 12:44:16.788+00
185,5,1,4,1.0000,t,50.41,,7,7,1031,0,0,0.2667,1,2026-05-01 12:44:16.788+00
185,5,8,5,0.5524,f,34.17,,7,7,554,0,0,0.1917,1,2026-05-01 12:44:16.788+00
185,5,32,40,0.5194,f,36.50,,7,7,982,0,0,0.2667,1,2026-05-01 12:44:16.788+00
185,5,6,8,1.0000,t,51.74,,9,9,174,0,0,0.3000,1,2026-05-01 12:44:16.788+00
185,5,21,3,1.0000,t,48.45,,7,7,611,0,0,0.2536,1,2026-05-01 12:44:16.788+00
185,5,14,21,1.0000,t,61.99,,12,10,14,0,0,0.3556,0,2026-05-01 12:44:16.788+00
185,5,12,7,1.0000,t,47.62,,7,6,368,0,0,0.2607,1,2026-05-01 12:44:16.788+00
185,5,18,23,1.0000,t,52.33,,6,5,272,0,0,0.2440,1,2026-05-01 12:44:16.788+00
186,6,6,8,1.0000,t,56.99,,10,10,509,0,0,0.3255,1,2026-05-01 12:44:16.788+00
186,6,7,10,1.0000,t,54.18,,14,14,340,0,0,0.3781,1,2026-05-01 12:44:16.788+00
186,6,17,24,1.0000,t,58.73,,9,9,6,0,0,0.3000,1,2026-05-01 12:44:16.788+00
186,6,10,18,0.4946,t,53.28,,9,9,0,0,0,0.3000,1,2026-05-01 12:44:16.788+00
186,6,25,33,0.3762,f,51.73,,30,12,883,0,0,0.5480,1,2026-05-01 12:44:16.788+00
186,6,19,16,1.0000,t,51.62,,10,10,779,0,0,0.3047,1,2026-05-01 12:44:16.788+00
186,6,33,22,1.0000,t,63.39,,12,11,687,0,0,0.3440,0,2026-05-01 12:44:16.788+00
186,6,12,7,1.0000,t,53.11,,13,12,260,0,0,0.3607,1,2026-05-01 12:44:16.788+00
187,7,29,11,1.0000,t,51.55,,9,8,649,0,0,0.2940,1,2026-05-01 12:44:16.788+00
187,7,37,42,0.4731,f,46.74,,11,9,463,0,0,0.3400,1,2026-05-01 12:44:16.788+00
187,7,36,44,0.5586,f,,,14,12,66,0,0,0.3714,0,2026-05-01 12:44:16.788+00
187,7,3,1,1.0000,t,56.49,,8,8,488,0,0,0.2863,1,2026-05-01 12:44:16.788+00
187,7,17,24,1.0000,t,57.96,,10,9,639,0,0,0.3107,1,2026-05-01 12:44:16.788+00
187,7,14,21,1.0000,t,61.58,,10,9,376,0,0,0.3142,0,2026-05-01 12:44:16.788+00
188,8,3,1,1.0000,t,62.07,,9,9,642,0,0,0.3227,0,2026-05-01 12:44:16.788+00
188,8,19,16,0.3488,f,46.95,,24,7,1123,0,0,0.4397,1,2026-05-01 12:44:16.788+00
188,8,6,8,0.3306,f,,,28,9,579,0,0,0.5036,0,2026-05-01 12:44:16.788+00
188,8,23,32,1.0000,t,62.25,,11,10,444,0,0,0.3274,0,2026-05-01 12:44:16.788+00
188,8,31,27,0.6387,f,,,9,9,176,0,0,0.3000,0,2026-05-01 12:44:16.788+00
188,8,32,40,0.1240,f,58.62,,21,3,0,1,0,0.4187,1,2026-05-01 12:44:16.788+00
188,8,4,13,1.0000,t,61.33,,9,8,7,0,0,0.2940,0,2026-05-01 12:44:16.788+00
188,8,18,23,1.0000,t,65.09,,11,11,976,0,0,0.3352,0,2026-05-01 12:44:16.788+00
189,9,7,10,1.0000,t,60.40,,12,12,818,0,0,0.3586,0,2026-05-01 12:44:16.788+00
189,9,22,2,1.0000,t,66.45,,10,10,492,0,0,0.3201,0,2026-05-01 12:44:16.788+00
189,9,30,19,1.0000,t,61.60,,11,11,699,0,0,0.3333,0,2026-05-01 12:44:16.788+00
189,9,27,36,1.0000,t,70.16,,14,14,42,0,0,0.3964,0,2026-05-01 12:44:16.788+00
189,9,8,5,0.5905,f,50.41,,11,11,35,0,0,0.3452,1,2026-05-01 12:44:16.788+00
189,9,25,33,1.0000,t,60.40,,9,9,177,0,0,0.3498,0,2026-05-01 12:44:16.788+00
190,10,34,38,0.0070,f,48.59,,16,1,0,0,0,0.3232,1,2026-05-01 12:44:16.788+00
190,10,7,10,0.0504,t,45.25,0.0072,14,1,0,3,0,0.2917,1,2026-05-01 12:44:16.788+00
190,10,3,1,0.0005,f,29.11,,11,1,0,1,0,0.2111,1,2026-05-01 12:44:16.788+00
190,10,29,11,0.0561,t,47.11,0.0260,24,3,0,9,0,0.4163,1,2026-05-01 12:44:16.788+00
190,10,6,8,0.0087,t,55.13,0.0395,18,2,0,5,0,0.3702,1,2026-05-01 12:44:16.788+00
190,10,35,34,0.0546,t,56.37,0.1600,13,2,0,2,0,0.3203,1,2026-05-01 12:44:16.788+00
191,11,7,10,0.0709,f,44.27,,8,2,0,0,0,0.2304,1,2026-05-01 12:44:16.788+00
191,11,14,21,0.0064,t,72.05,,8,1,0,3,0,0.3078,0,2026-05-01 12:44:16.788+00
191,11,25,33,0.0592,t,64.00,,12,2,0,3,0,0.3325,0,2026-05-01 12:44:16.788+00
191,11,8,5,0.0514,f,45.30,,8,1,0,0,0,0.2276,1,2026-05-01 12:44:16.788+00
192,12,16,25,0.7984,t,45.23,,10,9,484,1,0,0.2737,1,2026-05-01 12:44:16.788+00
192,12,14,21,0.7885,t,62.16,,11,10,494,0,0,0.3543,0,2026-05-01 12:44:16.788+00
192,12,2,9,0.5971,t,49.70,,6,6,551,0,0,0.2500,1,2026-05-01 12:44:16.788+00
192,12,30,19,0.4615,f,,,11,7,23,0,0,0.3095,0,2026-05-01 12:44:16.788+00
192,12,25,33,0.2931,t,43.93,-0.0245,15,5,0,4,0,0.3223,1,2026-05-01 12:44:16.788+00
192,12,1,4,0.9964,t,47.04,,9,9,517,0,0,0.2818,1,2026-05-01 12:44:16.788+00
193,1,11,12,0.5455,f,48.67,,10,10,407,0,0,0.3380,1,2026-05-01 12:44:16.788+00
193,1,18,23,0.5567,f,52.19,,8,7,697,0,0,0.2633,1,2026-05-01 12:44:16.788+00
193,1,16,25,0.5814,f,52.09,,12,12,731,0,0,0.3563,1,2026-05-01 12:44:16.788+00
193,1,12,7,0.5929,t,51.57,,7,7,0,0,0,0.2667,1,2026-05-01 12:44:16.788+00
193,1,2,9,1.0000,t,53.09,,7,7,527,0,0,0.2667,1,2026-05-01 12:44:16.788+00
193,1,1,4,1.0000,t,54.86,,9,9,132,0,0,0.2954,1,2026-05-01 12:44:16.788+00
193,1,25,33,1.0000,t,50.85,,7,7,859,0,0,0.2505,1,2026-05-01 12:44:16.788+00
193,1,29,11,1.0000,t,58.11,,5,5,358,0,0,0.2333,1,2026-05-01 12:44:16.788+00
194,2,3,1,0.4184,t,73.66,0.0203,59,7,0,17,0,0.8948,0,2026-05-01 12:44:16.788+00
194,2,32,40,0.4556,t,70.63,,9,8,0,0,0,0.2940,0,2026-05-01 12:44:16.788+00
194,2,27,36,1.0000,t,80.92,,9,9,470,0,0,0.4099,0,2026-05-01 12:44:16.788+00
194,2,36,44,0.4622,t,70.39,,8,7,0,0,0,0.3361,0,2026-05-01 12:44:16.788+00
194,2,7,10,1.0000,t,70.39,,10,10,364,0,0,0.3167,0,2026-05-01 12:44:16.788+00
194,2,8,5,0.3429,f,58.04,,31,9,939,0,0,0.5598,1,2026-05-01 12:44:16.788+00
194,2,13,20,1.0000,t,70.74,,9,9,734,0,0,0.3000,0,2026-05-01 12:44:16.788+00
194,2,35,34,1.0000,t,78.78,,14,13,130,0,0,0.4172,0,2026-05-01 12:44:16.788+00
195,3,2,9,1.0000,t,55.08,,8,8,435,0,0,0.2833,1,2026-05-01 12:44:16.788+00
195,3,7,10,1.0000,t,55.07,,9,9,500,0,0,0.3129,1,2026-05-01 12:44:16.788+00
195,3,13,20,1.0000,t,55.44,,9,9,383,0,0,0.3000,1,2026-05-01 12:44:16.788+00
195,3,15,15,0.9610,t,67.93,,14,12,18,2,0,0.4117,0,2026-05-01 12:44:16.788+00
195,3,35,34,0.1125,t,67.50,-0.0393,65,3,0,16,0,0.9168,0,2026-05-01 12:44:16.788+00
195,3,21,3,1.0000,t,60.69,,10,10,296,0,0,0.3167,0,2026-05-01 12:44:16.788+00
195,3,30,19,1.0000,t,53.82,,10,10,380,0,0,0.2869,1,2026-05-01 12:44:16.788+00
196,4,37,42,0.2328,t,58.72,-0.0892,23,5,0,5,0,0.4523,1,2026-05-01 12:44:16.788+00
196,4,33,22,0.4559,t,70.54,0.0040,11,10,61,5,0,0.3831,0,2026-05-01 12:44:16.788+00
196,4,12,7,0.5507,t,55.20,,11,10,89,3,1,0.3509,1,2026-05-01 12:44:16.788+00
196,4,14,21,0.3969,f,64.47,,10,10,110,0,0,0.3601,0,2026-05-01 12:44:16.788+00
196,4,10,18,0.4061,t,61.45,,11,11,0,0,0,0.3333,0,2026-05-01 12:44:16.788+00
197,5,24,28,1.0000,t,64.14,,8,8,88,0,0,0.2833,0,2026-05-01 12:44:16.788+00
197,5,10,18,0.8558,t,58.63,,8,8,248,0,0,0.2833,1,2026-05-01 12:44:16.788+00
197,5,23,32,1.0000,t,57.59,,6,6,673,0,0,0.2500,1,2026-05-01 12:44:16.788+00
197,5,36,44,0.8371,t,58.83,,13,11,448,4,1,0.3702,1,2026-05-01 12:44:16.788+00
197,5,35,34,0.9844,t,60.53,,9,9,595,0,0,0.3000,0,2026-05-01 12:44:16.788+00
197,5,6,8,0.5207,f,49.33,,8,8,908,0,0,0.2833,1,2026-05-01 12:44:16.788+00
197,5,4,13,0.5792,t,62.44,,15,15,0,1,0,0.4114,0,2026-05-01 12:44:16.788+00
197,5,7,10,1.0000,t,56.18,,9,8,75,0,0,0.2940,1,2026-05-01 12:44:16.788+00
198,6,11,12,1.0000,t,69.20,,10,10,346,0,0,0.3167,0,2026-05-01 12:44:16.788+00
198,6,25,33,1.0000,t,62.63,,7,7,28,0,0,0.2667,0,2026-05-01 12:44:16.788+00
198,6,21,3,1.0000,t,64.34,,7,7,452,0,0,0.2667,0,2026-05-01 12:44:16.788+00
198,6,6,8,0.5455,f,55.83,,6,6,21,0,0,0.2675,1,2026-05-01 12:44:16.788+00
198,6,23,32,0.4565,f,48.22,,9,8,7,0,0,0.2887,1,2026-05-01 12:44:16.788+00
198,6,33,22,1.0000,t,79.61,,8,8,384,0,0,0.2833,0,2026-05-01 12:44:16.788+00
199,7,6,8,1.0000,t,76.05,,12,12,885,0,0,0.3500,0,2026-05-01 12:44:16.788+00
199,7,27,36,1.0000,t,81.75,,13,12,1014,0,0,0.4264,0,2026-05-01 12:44:16.788+00
199,7,4,13,1.0000,t,72.92,,15,14,568,0,0,0.3940,0,2026-05-01 12:44:16.788+00
199,7,25,33,1.0000,t,71.12,,13,11,313,0,0,0.3876,0,2026-05-01 12:44:16.788+00
199,7,1,4,1.0000,t,74.86,,11,10,636,0,0,0.3737,0,2026-05-01 12:44:16.788+00
199,7,20,26,1.0000,t,80.26,,8,8,929,0,0,0.3817,0,2026-05-01 12:44:16.788+00
199,7,31,27,0.2353,f,65.41,,59,6,404,0,0,0.8641,0,2026-05-01 12:44:16.788+00
199,7,18,23,1.0000,t,76.20,,12,12,447,0,0,0.3500,0,2026-05-01 12:44:16.788+00
200,8,23,32,0.1384,t,61.20,-0.0926,28,3,0,8,0,0.5015,0,2026-05-01 12:44:16.788+00
200,8,4,13,0.4923,f,49.18,,8,8,37,0,0,0.2588,1,2026-05-01 12:44:16.788+00
200,8,3,1,0.5927,t,59.98,,7,7,0,0,0,0.2667,1,2026-05-01 12:44:16.788+00
200,8,19,16,1.0000,t,58.25,,10,10,19,0,0,0.3616,1,2026-05-01 12:44:16.788+00
200,8,27,36,0.5225,f,70.17,,14,13,75,0,0,0.4379,0,2026-05-01 12:44:16.788+00
201,9,7,10,0.5368,t,60.57,,10,10,169,2,0,0.3469,0,2026-05-01 12:44:16.788+00
201,9,33,22,0.4765,t,70.34,,11,9,124,1,0,0.3663,0,2026-05-01 12:44:16.788+00
201,9,23,32,0.7104,t,62.37,,10,10,69,0,0,0.3167,0,2026-05-01 12:44:16.788+00
201,9,26,30,0.3650,t,62.63,,11,11,0,2,1,0.3826,0,2026-05-01 12:44:16.788+00
201,9,12,7,0.3741,t,56.96,-0.0315,19,9,0,2,1,0.4280,1,2026-05-01 12:44:16.788+00
202,10,13,20,1.0000,t,44.84,,6,6,74,0,0,0.2663,1,2026-05-01 12:44:16.788+00
202,10,25,33,0.4554,f,31.13,,9,9,32,0,0,0.3000,1,2026-05-01 12:44:16.788+00
202,10,22,2,0.9951,t,50.18,,10,9,98,0,0,0.3107,1,2026-05-01 12:44:16.788+00
202,10,11,12,0.4886,f,35.75,,13,12,29,0,0,0.3180,1,2026-05-01 12:44:16.788+00
202,10,10,18,0.1297,t,45.48,-0.0314,26,6,0,8,0,0.4507,1,2026-05-01 12:44:16.788+00
202,10,14,21,0.8394,t,55.37,,10,9,22,1,0,0.2945,1,2026-05-01 12:44:16.788+00
202,10,1,4,0.6225,t,45.54,,8,8,0,1,0,0.2330,1,2026-05-01 12:44:16.788+00
202,10,26,30,0.4538,f,30.11,,8,8,60,0,0,0.2833,1,2026-05-01 12:44:16.788+00
203,11,15,15,1.0000,t,61.71,,12,11,717,0,0,0.3440,0,2026-05-01 12:44:16.788+00
203,11,30,19,1.0000,t,48.28,,7,7,736,0,0,0.2646,1,2026-05-01 12:44:16.788+00
203,11,25,33,0.3366,f,40.86,,18,9,334,0,0,0.3690,1,2026-05-01 12:44:16.788+00
203,11,19,16,0.2442,f,34.10,,31,4,577,1,0,0.4583,1,2026-05-01 12:44:16.788+00
203,11,3,1,1.0000,t,50.23,,11,9,533,0,0,0.2733,1,2026-05-01 12:44:16.788+00
203,11,37,42,1.0000,t,47.51,,9,9,803,0,0,0.3000,1,2026-05-01 12:44:16.788+00
203,11,2,9,1.0000,t,49.51,,13,13,52,0,0,0.3509,1,2026-05-01 12:44:16.788+00
203,11,34,38,0.6429,f,49.67,,12,12,99,0,0,0.3371,1,2026-05-01 12:44:16.788+00
204,12,12,7,1.0000,t,66.30,,10,9,1083,0,0,0.3665,0,2026-05-01 12:44:16.788+00
204,12,29,11,1.0000,t,69.43,,8,7,103,0,0,0.2774,0,2026-05-01 12:44:16.788+00
204,12,37,42,1.0000,t,66.68,,9,9,18,0,0,0.3000,0,2026-05-01 12:44:16.788+00
204,12,31,27,1.0000,t,64.62,,9,8,517,0,0,0.2942,0,2026-05-01 12:44:16.788+00
204,12,25,33,1.0000,t,69.50,,7,7,341,0,0,0.2667,0,2026-05-01 12:44:16.788+00
204,12,8,5,1.0000,t,61.86,,9,9,899,0,0,0.3170,0,2026-05-01 12:44:16.788+00
204,12,10,18,0.3957,f,71.72,,8,8,893,0,0,0.2833,0,2026-05-01 12:44:16.788+00
204,12,26,30,0.2559,t,67.40,0.0060,89,7,0,27,0,1.0000,0,2026-05-01 12:44:16.788+00
204,12,6,8,1.0000,t,72.20,,10,9,412,0,0,0.3755,0,2026-05-01 12:44:16.788+00
204,12,36,44,1.0000,t,67.78,,12,11,793,0,0,0.3894,0,2026-05-01 12:44:16.788+00
205,1,31,27,1.0000,t,48.52,,7,7,19,0,0,0.2667,1,2026-05-01 12:44:16.788+00
205,1,12,7,0.5490,f,29.56,,9,7,108,0,0,0.2287,1,2026-05-01 12:44:16.788+00
205,1,13,20,0.2200,f,35.16,,33,6,118,0,0,0.4948,1,2026-05-01 12:44:16.788+00
205,1,37,42,1.0000,t,49.32,,7,5,81,0,0,0.2548,1,2026-05-01 12:44:16.788+00
205,1,7,10,1.0000,t,50.11,,10,10,151,0,0,0.3336,1,2026-05-01 12:44:16.788+00
206,2,25,33,0.5941,f,46.69,,12,11,503,0,0,0.3219,1,2026-05-01 12:44:16.788+00
206,2,15,15,1.0000,t,73.64,,11,10,835,0,0,0.3870,0,2026-05-01 12:44:16.788+00
206,2,35,34,0.9346,t,71.39,,12,11,0,0,0,0.3440,0,2026-05-01 12:44:16.788+00
206,2,4,13,0.4000,f,49.39,,8,8,721,1,0,0.2928,1,2026-05-01 12:44:16.788+00
206,2,31,27,0.2437,f,47.67,,36,7,13,0,0,0.5704,1,2026-05-01 12:44:16.788+00
206,2,24,28,1.0000,t,67.24,,13,10,644,0,0,0.4053,0,2026-05-01 12:44:16.788+00
206,2,8,5,0.9575,t,59.36,,13,9,470,1,0,0.3673,1,2026-05-01 12:44:16.788+00
206,2,22,2,0.9996,t,64.65,,13,12,793,2,0,0.4306,0,2026-05-01 12:44:16.788+00
207,3,14,21,1.0000,t,60.84,,15,13,634,0,0,0.3881,0,2026-05-01 12:44:16.788+00
207,3,32,40,1.0000,t,46.75,,8,7,821,0,0,0.2774,1,2026-05-01 12:44:16.788+00
207,3,16,25,0.3605,f,50.02,,48,8,585,0,0,0.7120,1,2026-05-01 12:44:16.788+00
207,3,11,12,0.5227,f,44.25,,9,9,646,0,0,0.2827,1,2026-05-01 12:44:16.788+00
207,3,36,44,1.0000,t,47.41,,12,12,371,0,0,0.3500,1,2026-05-01 12:44:16.788+00
207,3,10,18,0.4101,f,,,11,11,571,0,0,0.3333,0,2026-05-01 12:44:16.788+00
207,3,13,20,0.5300,f,41.22,,11,11,165,0,0,0.2938,1,2026-05-01 12:44:16.788+00
207,3,24,28,1.0000,t,54.26,,10,10,20,0,0,0.3167,1,2026-05-01 12:44:16.788+00
207,3,29,11,0.3393,t,51.13,-0.0367,55,12,0,10,0,0.8141,1,2026-05-01 12:44:16.788+00
208,4,17,24,0.2517,t,71.42,0.0162,64,5,0,17,0,0.9297,0,2026-05-01 12:44:16.788+00
208,4,26,30,1.0000,t,67.46,,10,10,233,0,0,0.3167,0,2026-05-01 12:44:16.788+00
208,4,33,22,0.0580,t,83.10,0.0254,55,3,0,11,0,0.8564,0,2026-05-01 12:44:16.788+00
208,4,11,12,1.0000,t,68.96,,9,8,307,0,0,0.3579,0,2026-05-01 12:44:16.788+00
208,4,20,26,1.0000,t,75.75,,15,14,756,0,0,0.3940,0,2026-05-01 12:44:16.788+00
208,4,6,8,1.0000,t,69.16,,10,10,0,0,0,0.3167,0,2026-05-01 12:44:16.788+00
208,4,36,44,1.0000,t,67.03,,13,13,837,0,0,0.3974,0,2026-05-01 12:44:16.788+00
208,4,18,23,1.0000,t,71.77,,13,12,2,0,0,0.3607,0,2026-05-01 12:44:16.788+00
209,5,27,36,0.5176,f,48.80,,10,8,0,0,0,0.3012,1,2026-05-01 12:44:16.788+00
209,5,1,4,0.6022,f,48.85,,12,12,312,0,0,0.3465,1,2026-05-01 12:44:16.788+00
209,5,35,34,1.0000,t,67.39,,9,8,322,0,0,0.2940,0,2026-05-01 12:44:16.788+00
209,5,13,20,1.0000,t,57.16,,9,9,103,0,0,0.3000,1,2026-05-01 12:44:16.788+00
209,5,23,32,0.3478,f,44.48,,9,9,137,0,0,0.2949,1,2026-05-01 12:44:16.788+00
209,5,8,5,0.6000,f,40.06,,10,9,365,0,0,0.3107,1,2026-05-01 12:44:16.788+00
209,5,31,27,0.3109,f,42.46,,25,8,7,0,0,0.4429,1,2026-05-01 12:44:16.788+00
210,6,1,4,0.0288,t,67.23,-0.0329,19,2,0,2,0,0.4172,0,2026-05-01 12:44:16.788+00
210,6,4,13,0.0187,t,65.39,0.1234,31,2,0,3,0,0.5402,0,2026-05-01 12:44:16.788+00
210,6,31,27,0.0280,t,69.40,-0.0184,20,1,0,2,0,0.4284,0,2026-05-01 12:44:16.788+00
210,6,11,12,0.0192,t,71.18,0.0759,35,1,0,12,0,0.5945,0,2026-05-01 12:44:16.788+00
210,6,15,15,0.0544,t,78.90,0.0202,28,4,0,6,0,0.5605,0,2026-05-01 12:44:16.788+00
210,6,28,31,0.0105,t,76.35,0.0282,36,1,0,11,0,0.6207,0,2026-05-01 12:44:16.788+00
210,6,6,8,0.0219,t,69.03,0.0218,31,1,0,10,0,0.5452,0,2026-05-01 12:44:16.788+00
211,7,7,10,0.0590,t,67.60,-0.0268,18,3,0,4,0,0.4135,0,2026-05-01 12:44:16.788+00
211,7,13,20,0.0088,f,,,12,1,0,0,0,0.2845,0,2026-05-01 12:44:16.788+00
211,7,37,42,0.0411,t,65.61,,13,2,0,4,0,0.3480,0,2026-05-01 12:44:16.788+00
211,7,14,21,0.0289,t,79.24,0.0822,17,1,0,5,0,0.4258,0,2026-05-01 12:44:16.788+00
212,8,2,9,1.0000,t,58.35,,10,9,147,0,0,0.3107,1,2026-05-01 12:44:16.788+00
212,8,28,31,0.5128,t,69.42,,11,11,0,0,0,0.3814,0,2026-05-01 12:44:16.788+00
212,8,23,32,0.2754,f,,,36,11,521,0,0,0.6012,0,2026-05-01 12:44:16.788+00
212,8,24,28,0.2805,t,59.58,0.1119,29,8,0,8,0,0.5371,1,2026-05-01 12:44:16.788+00
212,8,19,16,0.1429,t,56.52,-0.0424,47,4,0,13,0,0.6969,1,2026-05-01 12:44:16.788+00
213,9,18,23,1.0000,t,70.44,,10,8,291,0,0,0.3478,0,2026-05-01 12:44:16.788+00
213,9,27,36,1.0000,t,80.64,,13,13,259,0,0,0.3667,0,2026-05-01 12:44:16.788+00
213,9,23,32,0.5290,f,,,5,5,401,0,0,0.2333,0,2026-05-01 12:44:16.788+00
213,9,25,33,1.0000,t,67.57,,6,6,442,0,0,0.3264,0,2026-05-01 12:44:16.788+00
213,9,28,31,0.4103,t,82.57,0.0415,65,9,0,20,0,0.9977,0,2026-05-01 12:44:16.788+00
213,9,16,25,1.0000,t,70.94,,13,12,393,0,0,0.3881,0,2026-05-01 12:44:16.788+00
213,9,11,12,1.0000,t,71.79,,10,10,870,0,0,0.3167,0,2026-05-01 12:44:16.788+00
213,9,34,38,1.0000,t,74.87,,10,10,659,0,0,0.3845,0,2026-05-01 12:44:16.788+00
214,10,20,26,0.0195,t,65.09,-0.0487,26,1,0,6,0,0.4798,0,2026-05-01 12:44:16.788+00
214,10,11,12,0.0054,f,56.28,,13,1,0,0,0,0.3141,1,2026-05-01 12:44:16.788+00
214,10,33,22,0.0539,t,72.55,-0.0336,21,2,0,2,0,0.4545,0,2026-05-01 12:44:16.788+00
214,10,30,19,0.0543,t,57.50,0.0015,12,3,0,4,0,0.3189,1,2026-05-01 12:44:16.788+00
214,10,28,31,0.0598,t,73.26,-0.0280,18,3,0,5,0,0.4305,0,2026-05-01 12:44:16.788+00
215,11,37,42,0.7504,t,72.83,,13,13,180,2,1,0.4277,0,2026-05-01 12:44:16.788+00
215,11,3,1,0.2245,f,69.31,,14,5,101,0,0,0.3877,0,2026-05-01 12:44:16.788+00
215,11,2,9,0.8830,t,75.56,,11,10,116,1,0,0.4294,0,2026-05-01 12:44:16.788+00
215,11,9,14,0.5475,t,79.08,,9,9,104,1,0,0.3863,0,2026-05-01 12:44:16.788+00
215,11,11,12,0.3898,t,82.81,-0.0621,17,9,0,7,0,0.4841,0,2026-05-01 12:44:16.788+00
216,12,10,18,0.2518,f,50.10,,10,9,89,0,0,0.3110,1,2026-05-01 12:44:16.788+00
216,12,26,30,0.4000,f,41.55,,11,10,50,0,0,0.3036,1,2026-05-01 12:44:16.788+00
216,12,27,36,1.0000,t,53.89,,7,7,96,0,0,0.2667,1,2026-05-01 12:44:16.788+00
